Attrition_Flag,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
1,0,5,2,1,2,1,4,1,2,0.658,2953,0.714,0.611
1,0,1,4,2,1,1,4,2,0,1.178,2535,0.759,0.246
1,1,0,4,2,5,1,3,2,1,0.661,1576,0.789,0.303
1,1,2,4,2,4,1,3,3,3,0.548,1584,0.273,0.121
1,1,4,1,1,2,1,4,3,4,0.924,4254,0.491,0.518
1,0,2,2,2,1,1,5,1,1,0.553,1834,0.571,0.358
1,1,2,2,1,3,1,6,1,4,1.251,3444,0.702,0.0
1,0,0,3,2,2,1,6,1,2,0.757,1281,1.0,0.0
1,0,1,4,2,1,1,4,2,1,0.86,3700,1.0,0.0
1,0,0,4,2,1,2,5,3,2,0.65,4063,0.48,0.122
1,0,1,2,2,1,1,4,3,4,0.827,1926,0.941,0.752
1,1,4,1,2,4,1,6,3,2,1.134,4542,0.87,0.17
1,1,2,6,1,2,1,3,2,0,0.532,3203,0.829,0.0
1,1,1,2,2,2,1,6,2,2,0.543,1429,0.455,0.59
1,1,3,4,1,4,1,6,3,4,1.019,3343,0.638,0.0
1,1,0,4,1,2,1,4,1,2,0.643,2010,0.55,0.352
1,1,0,4,2,2,1,4,1,4,0.591,1868,0.344,0.793
1,0,1,1,2,1,1,3,2,4,0.681,1974,0.364,0.0
1,0,2,5,2,1,1,4,1,1,0.567,2000,0.59,0.943
1,0,0,6,2,1,1,5,2,4,0.477,1267,1.077,0.451
1,1,2,4,2,3,1,3,1,2,0.791,2311,0.839,0.944
1,1,2,2,1,4,1,3,3,2,0.685,3072,0.675,0.073
1,0,4,1,2,2,1,3,1,3,1.612,1998,0.464,0.736
1,1,1,4,2,5,1,6,3,4,0.44,1590,0.32,0.467
0,1,0,4,1,1,1,5,2,4,0.544,1027,0.176,0.976
1,1,3,2,2,4,1,5,1,4,0.861,2179,0.774,0.601
1,1,3,1,2,3,1,6,2,4,1.24,2903,0.9,0.307
1,1,3,4,1,5,1,6,2,4,0.914,2739,0.912,0.053
0,1,4,6,1,4,1,3,3,4,0.584,1766,0.533,0.063
1,0,2,1,2,1,1,5,3,2,0.743,1771,0.889,0.725
1,0,0,4,2,1,1,4,2,1,0.678,1339,0.867,0.463
1,0,1,2,3,1,1,6,2,2,0.66,3910,0.653,0.167
1,1,3,1,3,5,1,4,3,3,0.628,2646,0.633,0.198
1,1,3,4,2,2,1,4,2,4,0.649,1865,0.938,0.163
1,0,3,4,1,1,1,5,1,3,0.972,3888,0.604,0.253
1,1,1,1,2,4,1,6,1,1,0.69,1602,0.591,0.17
1,0,0,4,2,1,1,5,3,5,0.41,1203,0.579,0.599
1,1,0,4,1,1,1,6,3,3,0.418,1997,0.419,0.755
1,1,3,1,2,3,1,3,1,4,1.455,2141,0.7,0.213
1,1,2,3,2,5,1,6,2,4,0.769,3783,0.676,0.0
1,1,0,4,3,4,1,6,1,2,0.59,2495,0.769,0.048
1,1,1,5,2,4,1,3,3,4,1.172,2317,0.727,0.053
1,1,0,4,2,2,1,3,3,2,1.409,2501,0.714,0.33
0,1,1,1,2,1,1,1,3,3,0.367,730,0.429,0.765
1,1,3,2,2,4,1,4,2,3,0.571,1387,0.65,0.094
1,1,3,3,2,3,1,5,4,4,0.685,1291,0.5,0.771
0,0,0,4,1,1,1,5,3,4,0.877,1485,0.478,0.0
1,0,0,4,2,1,1,3,1,1,1.106,1912,0.667,0.331
1,1,2,4,2,2,1,5,1,3,0.825,2564,0.474,0.069
1,0,0,2,2,1,1,5,2,0,0.548,1418,0.5,0.236
1,0,0,1,1,1,1,4,3,4,0.855,2568,0.59,0.203
1,1,2,4,1,3,1,4,2,2,0.682,2336,0.611,0.124
1,1,3,5,2,3,1,4,2,2,0.768,4189,0.609,0.503
1,1,3,4,2,5,1,5,2,5,0.593,2005,0.778,0.088
1,1,5,4,2,2,2,3,1,5,0.8,3183,0.73,0.138
1,0,4,2,2,1,1,5,3,4,0.719,1501,0.591,0.789
1,1,3,6,2,5,1,4,3,1,0.401,1624,0.429,0.087
1,0,2,2,2,2,1,5,2,4,0.66,3151,0.66,0.573
1,0,0,1,2,1,1,4,3,1,0.587,2118,0.778,0.924
1,0,2,4,2,1,1,3,3,3,0.75,2055,0.636,0.661
1,1,2,4,2,5,1,6,3,1,0.373,1865,0.458,0.209
1,1,4,2,2,4,1,3,3,4,0.678,1848,0.514,0.0
1,0,4,1,1,1,2,4,3,3,1.121,3347,0.778,0.0
1,1,3,4,1,4,1,4,3,5,0.804,3762,1.0,0.0
1,1,4,4,1,3,3,3,3,2,0.866,3899,0.857,0.016
1,1,3,4,2,5,1,5,2,4,0.659,1606,0.941,0.151
1,1,2,1,2,3,1,4,1,5,1.631,2599,0.917,0.197
1,1,0,4,2,1,1,6,2,4,0.885,1608,1.308,0.506
1,0,4,4,2,1,1,4,3,1,1.595,2878,0.636,0.761
1,1,0,5,2,1,1,6,3,4,0.589,1448,0.292,0.0
1,1,3,2,2,3,1,5,2,4,0.624,1981,0.357,0.276
1,0,1,4,2,2,1,5,2,2,0.992,3158,0.775,0.128
0,1,3,4,2,3,1,2,3,4,0.862,1067,0.769,0.0
1,0,0,2,2,1,1,4,2,1,1.465,2726,0.727,0.769
1,1,2,6,1,2,1,5,2,2,0.781,2518,0.971,0.164
1,0,3,2,1,1,1,3,3,1,0.384,2987,0.622,0.461
1,1,2,2,2,2,1,3,2,1,0.668,4303,0.509,0.384
1,0,2,4,3,2,1,6,2,5,1.743,2293,0.8,0.303
1,1,3,4,2,4,1,4,2,3,0.681,1780,0.941,0.054
1,1,2,3,2,3,1,3,1,4,0.943,1813,0.727,0.576
1,1,1,4,2,4,1,6,3,1,1.164,2774,0.625,0.146
1,0,0,2,1,2,1,3,3,3,0.708,2724,0.651,0.142
1,0,4,4,2,2,1,4,3,4,1.235,2807,0.714,0.657
1,1,2,3,1,4,1,6,3,3,0.664,2262,0.424,0.234
1,0,2,4,2,1,1,3,1,2,0.519,1694,0.7,0.284
1,1,3,3,2,4,1,3,2,1,0.397,1472,0.412,0.024
1,1,3,3,2,4,1,6,3,4,0.398,1222,0.423,0.0
1,0,2,4,2,1,1,5,1,2,0.677,1914,0.348,0.779
1,0,4,3,2,1,1,3,3,3,1.279,2632,1.077,0.21
1,1,0,1,3,2,1,6,2,2,0.775,2718,0.775,0.557
1,0,3,3,1,1,1,5,3,4,0.879,4535,0.562,0.276
1,0,4,2,3,1,1,5,1,4,0.958,1739,0.448,0.194
1,0,1,2,2,1,1,6,1,3,0.541,1405,0.481,0.552
1,1,1,4,3,4,1,6,2,3,0.755,1576,0.952,0.04
1,1,1,4,2,3,1,4,2,3,0.397,1281,0.75,0.273
1,0,4,3,1,1,1,4,3,3,0.78,3277,0.558,0.308
1,1,2,2,1,5,1,4,2,3,0.641,2754,0.463,0.046
1,0,0,5,1,1,1,6,3,2,0.779,3265,0.574,0.374
1,1,3,2,1,4,1,5,3,2,0.714,2449,0.634,0.0
1,0,2,4,2,1,1,6,1,3,0.388,1634,0.472,0.463
1,1,1,4,1,3,1,4,1,3,0.718,2591,0.541,0.548
1,1,2,6,1,1,1,3,3,2,0.9,3598,0.718,0.283
1,1,1,4,2,2,1,3,1,4,1.316,2849,0.694,0.0
1,1,1,2,2,3,1,4,3,2,1.504,2794,1.148,0.459
1,0,3,4,1,1,1,3,3,2,0.988,2960,0.757,0.162
1,1,2,3,1,4,1,3,4,3,0.699,2249,1.35,0.265
1,1,2,4,2,2,1,5,1,3,0.563,1933,0.655,0.274
1,0,3,6,2,1,1,4,3,4,1.451,2250,0.905,0.537
1,1,2,4,2,1,1,3,2,2,0.745,2274,0.733,0.648
1,1,4,4,1,3,1,5,2,1,0.841,4263,1.0,0.08
1,1,4,4,2,3,1,3,2,2,0.346,1393,0.462,0.101
1,0,1,6,1,1,1,4,3,3,0.716,3709,0.684,0.648
1,1,2,4,2,4,1,3,2,2,0.857,3806,0.667,0.083
1,0,3,2,2,1,1,3,3,4,0.702,1944,0.618,0.171
1,1,3,3,2,5,2,6,3,3,0.599,1805,0.704,0.067
1,1,3,4,2,3,1,6,3,3,0.68,1783,0.65,0.432
1,1,1,4,2,4,1,3,1,0,0.51,1543,0.545,0.165
1,1,2,2,2,5,1,4,1,3,0.381,1302,0.421,0.05
1,1,3,2,1,3,1,5,1,4,0.722,4345,0.674,0.132
0,1,3,3,1,4,1,1,4,3,0.738,1102,0.8,0.06
1,1,1,2,1,2,1,3,2,3,0.732,2565,0.636,0.69
1,0,1,4,1,1,1,6,2,2,0.697,2328,0.722,0.351
1,1,4,3,2,4,1,5,2,4,1.43,2119,1.08,0.184
1,1,0,3,1,2,1,5,2,3,0.599,2349,0.464,0.606
1,0,2,4,2,1,1,4,2,3,0.553,1433,0.889,0.264
0,1,3,1,2,5,1,5,2,4,0.763,1312,0.6,0.023
1,0,3,4,1,1,1,6,2,2,0.574,2038,0.362,0.732
0,1,3,4,2,4,1,6,3,5,0.401,916,0.2,0.0
1,0,0,6,2,2,1,3,3,2,0.461,1407,0.467,0.281
0,1,3,1,3,4,1,1,3,4,0.796,1187,0.6,0.07
1,0,2,4,1,1,1,4,3,2,0.699,3292,0.824,0.0
1,1,2,2,1,2,1,3,3,2,0.998,3432,0.972,0.49
1,1,1,2,2,2,1,3,2,5,0.707,1541,0.833,0.524
1,1,1,4,2,5,1,6,3,2,0.636,1564,0.5,0.462
1,1,3,4,2,3,1,3,1,3,0.668,3447,0.895,0.103
1,1,4,1,1,2,1,6,3,2,0.463,4428,0.822,0.186
1,1,3,5,2,3,3,6,1,2,0.707,4149,0.755,0.046
1,1,0,1,2,3,1,6,1,2,0.468,1618,0.958,0.215
1,1,2,2,2,5,1,4,1,3,0.491,1281,0.8,0.08
1,0,3,3,2,2,1,5,3,2,0.816,1994,0.64,0.899
1,0,3,2,2,1,1,6,2,3,0.408,1387,0.579,0.731
1,0,1,1,2,2,1,6,3,3,0.926,3446,1.0,0.622
0,1,1,4,2,4,1,4,2,3,0.769,2508,0.294,0.013
1,1,3,4,2,3,1,3,1,2,1.295,2520,0.848,0.289
1,1,2,3,2,2,1,3,3,1,0.321,1271,0.2,0.536
1,1,2,3,2,4,1,3,2,2,0.476,1469,0.812,0.212
1,0,3,3,1,1,1,3,6,1,0.551,2251,0.537,0.095
1,1,1,2,1,2,1,5,1,2,0.649,2240,0.395,0.077
1,0,0,4,1,2,1,5,1,3,0.675,1749,0.577,0.53
1,1,1,1,2,4,1,3,1,4,0.428,1736,0.371,0.066
1,1,2,3,2,2,1,4,3,1,0.783,1942,0.75,0.386
1,1,2,4,2,5,1,5,1,3,0.539,1656,0.367,0.0
1,1,3,1,1,2,1,3,3,4,0.998,2614,0.861,0.542
1,1,3,1,1,4,1,3,1,0,0.597,1589,0.667,0.048
1,0,1,2,2,1,1,6,2,3,0.697,2097,0.541,0.954
1,1,2,2,1,3,2,4,3,4,0.694,3168,0.738,0.06
1,0,2,3,2,1,1,3,3,2,1.201,2102,1.133,0.436
1,0,1,1,1,1,1,6,1,2,0.79,2661,0.871,0.378
1,1,1,5,2,5,1,6,1,0,0.696,2273,0.485,0.299
1,1,1,2,1,1,1,4,3,1,0.907,2698,0.872,0.483
1,0,2,1,1,2,1,3,2,4,0.748,2315,0.853,0.76
1,0,3,3,3,1,1,3,3,2,0.666,2257,0.8,0.589
1,1,0,6,2,3,1,4,6,4,0.721,2273,0.886,0.182
1,0,0,5,2,1,1,3,3,3,0.438,1376,0.571,0.683
1,0,2,4,2,1,1,5,1,0,0.464,3974,0.909,0.306
1,1,1,4,2,4,1,3,3,2,1.027,2836,0.605,0.161
1,1,2,2,2,4,1,3,2,4,1.454,2118,1.062,0.072
1,0,1,2,2,2,1,4,3,4,1.348,2623,1.35,0.429
1,1,3,1,2,5,1,5,1,5,0.591,1540,0.429,0.145
1,1,1,4,1,4,1,4,2,4,0.803,3369,0.774,0.082
1,1,0,4,2,2,1,5,1,5,0.601,2123,0.697,0.0
1,0,3,4,2,1,1,6,2,3,0.615,1571,0.636,0.655
1,1,1,2,2,4,1,3,2,2,0.448,1519,0.632,0.345
1,0,3,3,1,2,1,6,3,5,0.823,2401,0.732,0.213
1,0,1,4,2,1,1,3,2,4,0.856,1351,1.5,0.126
1,1,0,4,3,3,1,3,3,3,0.551,2723,0.65,0.0
1,0,2,2,1,1,1,6,2,5,0.615,2429,0.643,0.156
1,1,2,4,2,3,1,3,1,2,0.663,1661,0.4,0.094
1,0,4,2,1,1,1,6,3,4,1.065,3253,0.532,0.0
1,1,1,4,2,4,1,4,3,3,0.536,1502,0.789,0.075
1,1,1,2,2,4,1,3,3,3,0.514,1352,0.429,0.679
1,1,0,1,1,1,1,5,2,2,0.816,2324,1.03,0.305
1,0,3,1,3,1,1,3,2,1,0.594,2803,0.605,0.573
1,1,2,5,1,2,1,3,2,5,0.837,2576,0.85,0.192
1,0,1,4,1,1,1,3,2,4,0.629,2429,0.453,0.22
1,1,2,5,1,2,1,5,3,5,0.664,2679,0.605,0.436
1,0,2,4,2,2,1,5,3,0,0.444,1307,0.393,0.824
1,1,2,1,2,4,1,6,1,3,0.411,1331,0.364,0.202
1,1,0,4,1,4,2,5,3,3,1.229,3259,0.585,0.043
1,1,2,3,1,5,1,6,3,2,0.87,4085,0.548,0.276
1,1,3,1,2,2,1,3,1,1,0.883,4074,0.477,0.057
1,0,2,4,2,1,1,5,3,3,0.465,1825,0.821,0.519
1,1,2,1,2,3,1,4,4,1,0.371,1032,0.368,0.386
1,1,0,6,1,2,1,5,4,3,0.85,3982,0.857,0.123
1,1,3,4,2,3,1,5,3,3,1.198,2172,0.81,0.277
1,1,3,2,2,5,1,6,2,5,0.885,1297,1.182,0.177
1,0,4,3,3,1,1,6,2,2,0.699,3448,0.635,0.0
1,1,2,1,2,4,1,3,1,4,1.4,2906,1.0,0.061
1,1,0,2,3,1,1,3,2,3,0.968,2801,0.674,0.0
1,1,2,4,2,3,1,4,2,4,1.454,2675,1.136,0.0
1,1,1,1,1,4,1,4,2,5,1.424,3023,0.767,0.165
1,0,0,5,2,1,1,5,3,3,0.538,1649,0.381,0.181
1,0,1,4,2,1,1,6,3,5,0.923,2315,0.581,0.279
1,1,3,4,2,4,1,4,3,4,0.884,1526,1.0,0.858
1,1,2,1,1,1,1,4,3,5,0.695,4099,0.659,0.984
1,1,3,2,1,2,1,6,3,3,0.48,2057,0.421,0.277
1,1,0,2,2,4,1,3,3,4,0.467,1508,0.429,0.1
0,1,3,2,2,2,1,2,1,5,0.949,1037,2.5,0.0
1,1,3,6,2,4,1,5,2,4,0.766,2619,0.917,0.0
1,0,3,5,1,1,1,5,1,3,1.492,3127,1.25,0.666
1,1,5,5,1,4,2,3,3,2,0.605,2421,0.575,0.05
1,1,0,2,2,1,1,4,3,2,0.46,1280,1.0,0.636
1,0,1,1,2,2,1,3,1,1,0.564,1459,0.538,0.0
1,1,1,4,1,4,1,6,2,5,1.394,2291,1.0,0.052
1,0,2,4,2,1,1,5,2,2,0.588,2910,0.909,0.08
1,0,2,6,2,2,1,5,2,3,0.715,1921,0.444,0.575
1,1,2,4,1,5,1,6,2,2,0.509,2383,0.595,0.077
1,1,1,3,2,4,1,6,1,5,0.435,1599,0.652,0.159
1,1,0,6,1,3,1,6,2,3,0.765,2483,0.903,0.633
1,0,3,4,1,2,1,6,1,2,1.158,2849,1.31,0.274
1,0,1,1,2,1,1,5,3,0,0.986,2468,0.706,0.414
1,1,3,4,2,5,1,4,3,2,1.624,2753,1.087,0.0
1,1,1,4,2,2,1,6,2,2,0.596,1693,0.688,0.854
1,0,3,2,1,2,1,5,2,1,0.688,3580,0.711,0.796
1,1,2,1,2,4,1,6,1,3,0.35,1220,0.333,0.197
1,1,2,4,3,2,1,6,3,3,0.652,2298,0.457,0.0
1,1,2,4,2,4,1,6,1,0,0.409,1327,0.409,0.115
1,1,1,3,2,3,1,4,2,4,0.54,4491,0.66,0.1
1,1,2,2,2,3,1,5,6,3,0.583,1458,0.696,0.879
1,1,3,4,2,3,3,5,1,2,0.742,3205,0.727,0.07
1,1,4,4,1,3,1,4,1,1,0.438,3699,0.523,0.091
0,1,3,4,2,4,1,4,4,3,0.799,1126,0.591,0.135
1,0,1,1,2,1,1,6,2,2,0.635,4740,0.523,0.119
1,0,1,1,2,1,1,3,2,4,0.65,1617,1.0,0.363
1,1,2,2,2,4,1,6,3,3,1.326,3215,0.806,0.092
1,1,5,2,2,5,1,5,2,2,0.72,2436,0.651,0.03
1,0,4,2,1,2,1,6,3,3,0.738,3068,0.711,0.319
1,1,5,2,2,4,1,4,2,3,0.521,1337,0.588,0.0
1,1,2,1,3,4,1,3,3,2,1.027,2735,1.071,0.735
1,1,2,1,2,4,1,6,2,4,0.591,1327,1.0,0.0
1,1,2,2,2,3,1,4,1,3,0.524,3281,0.744,0.0
1,1,3,4,1,4,1,6,2,3,0.803,4042,0.722,0.0
1,1,4,2,2,5,1,6,3,4,0.773,1924,0.317,0.504
1,1,3,2,2,5,1,6,3,2,0.544,2202,0.394,0.043
1,1,3,4,2,5,1,3,3,2,1.731,3094,1.647,0.068
1,0,2,2,1,1,1,5,2,1,0.762,2761,0.604,0.085
1,1,0,1,1,2,1,4,3,3,0.894,3006,0.93,0.0
1,0,0,4,2,1,1,4,2,2,0.569,1558,0.643,0.509
1,1,1,4,1,4,1,6,2,5,0.749,3028,0.583,0.38
1,0,5,4,2,1,1,3,6,4,0.668,5029,0.562,0.407
1,1,1,1,2,4,1,6,1,1,0.419,1426,0.462,0.126
1,1,3,3,2,4,1,3,3,2,0.898,1454,1.071,0.082
1,1,2,1,1,5,1,3,1,2,0.856,3345,1.3,0.462
1,1,0,4,1,1,1,4,3,2,0.462,2299,0.485,0.968
1,1,1,2,2,5,1,5,3,3,0.56,1406,0.24,0.59
1,0,3,1,1,1,1,3,2,2,0.576,2844,0.622,0.438
1,1,3,4,1,3,1,4,1,3,0.688,4252,0.684,0.083
1,0,0,1,3,1,1,3,2,3,0.742,2448,0.5,0.449
1,0,1,4,2,1,1,5,1,3,0.445,1637,1.0,0.52
1,1,1,3,2,3,1,6,3,2,0.788,1457,0.6,0.918
1,1,3,5,1,4,1,5,2,2,0.542,3393,0.871,0.065
1,1,2,2,2,4,1,4,2,4,0.808,1687,0.739,0.106
1,1,3,4,1,3,1,6,2,2,0.66,1794,0.875,0.0
1,0,2,3,3,1,1,4,3,3,0.693,2605,0.794,0.836
1,1,4,4,2,3,1,6,2,4,0.543,1426,0.812,0.394
1,1,1,1,2,2,1,5,1,3,0.457,1660,0.789,0.714
1,0,2,4,2,1,1,5,2,3,0.416,1188,0.75,0.781
1,1,2,1,1,4,1,6,2,4,1.329,3600,0.784,0.0
1,0,1,2,1,1,1,3,1,2,0.934,3011,0.804,0.279
1,1,1,3,2,2,1,3,2,2,0.962,2962,0.862,0.259
1,1,2,4,2,4,1,5,2,2,0.728,2001,0.485,0.332
1,0,3,4,1,1,1,5,3,3,0.707,2641,0.595,0.277
1,1,4,4,1,4,2,5,1,4,0.938,3568,0.676,0.0
1,1,2,4,2,3,1,6,3,2,0.632,1537,0.682,0.155
1,1,3,4,1,5,1,3,1,3,0.846,3569,0.571,0.028
1,0,5,3,3,2,1,3,1,1,0.598,3542,1.111,0.0
1,1,2,2,1,3,1,6,3,4,0.735,4439,0.54,0.0
1,0,2,4,1,1,1,4,1,1,0.612,2450,0.857,0.619
1,1,2,3,1,4,2,3,1,4,0.728,1966,0.55,0.042
1,1,2,4,2,5,1,6,2,4,0.483,1121,0.562,0.057
1,0,3,4,2,1,1,3,2,3,0.517,2238,0.607,0.623
1,1,2,3,3,2,1,5,1,2,1.027,3692,0.714,0.121
1,1,0,1,2,1,1,6,1,2,0.376,1489,0.545,0.639
1,0,2,5,2,2,1,5,1,4,0.374,1363,0.37,0.938
1,1,4,1,1,4,1,3,3,2,0.744,1739,0.5,0.039
1,0,1,5,2,1,1,6,2,0,0.69,2629,0.649,0.763
0,0,1,4,1,1,1,3,5,5,0.647,1603,0.444,0.0
1,1,0,2,2,1,1,6,3,1,0.987,2148,1.043,0.709
1,0,5,4,2,2,1,5,2,1,0.797,3956,0.609,0.116
1,1,4,2,2,4,1,6,1,2,0.853,2090,0.88,0.174
1,1,3,2,1,4,1,6,1,1,0.934,2683,0.938,0.276
1,1,2,4,2,3,1,3,1,4,1.182,2540,0.771,0.274
1,0,1,3,1,1,1,4,3,0,0.652,2545,0.778,0.73
1,1,4,4,2,5,2,4,1,3,0.66,2163,0.4,0.04
1,1,4,1,3,4,1,6,2,2,0.601,1828,1.111,0.068
1,1,1,1,2,2,1,5,3,3,0.849,2513,0.59,0.541
1,1,2,1,2,5,1,3,3,3,0.482,1525,0.5,0.047
1,0,4,2,2,1,1,4,3,2,0.576,3561,0.622,0.415
1,1,1,4,2,3,1,6,3,3,0.661,1249,0.75,0.34
1,1,1,4,2,2,1,4,1,2,0.583,1700,0.355,0.309
1,0,3,4,2,1,1,5,1,0,0.653,1767,0.647,0.533
1,1,1,4,2,4,1,6,1,1,0.378,1356,0.435,0.772
1,1,3,1,2,1,1,3,3,2,0.46,1615,0.591,0.821
1,0,2,2,1,2,1,3,3,3,0.946,1707,0.514,0.164
1,0,1,5,1,1,1,4,1,3,0.7,2553,0.553,0.551
1,1,0,1,1,3,1,4,3,3,0.737,2411,0.426,0.0
1,0,1,3,2,1,1,3,3,2,0.608,1815,0.621,0.334
1,0,3,2,1,1,1,4,2,1,0.707,3457,0.848,0.256
1,1,2,5,1,3,2,3,3,4,0.436,1872,0.486,0.057
1,1,2,2,2,4,1,6,3,4,0.779,1569,0.773,0.354
1,0,4,1,2,1,1,5,1,4,1.486,2946,1.036,0.528
1,1,1,3,2,4,1,4,1,0,1.033,2588,1.0,0.057
1,0,4,3,2,2,1,5,3,2,0.703,1999,1.174,0.698
1,1,0,4,1,4,1,4,3,3,0.572,3310,0.583,0.239
1,0,1,2,2,1,1,6,2,2,0.416,1681,0.524,0.405
1,1,2,4,3,4,1,6,2,3,0.782,3897,0.786,0.076
1,1,3,2,2,4,1,5,3,2,0.6,4316,0.529,0.568
1,1,4,2,1,2,1,6,4,2,0.762,3903,0.824,0.678
1,1,2,4,2,2,1,5,2,2,0.707,3242,0.75,0.254
1,1,2,4,1,4,1,4,3,1,0.846,2631,0.6,0.7
1,0,1,4,1,1,1,6,2,4,0.754,2621,0.815,0.0
1,0,3,3,3,2,1,5,2,5,0.83,3164,0.59,0.432
1,1,2,3,2,5,1,3,3,2,0.695,4040,0.674,0.026
1,0,3,2,2,1,1,4,3,1,0.522,4381,0.571,0.819
1,0,1,4,2,1,1,6,6,4,0.431,1757,0.833,0.706
0,1,3,5,2,4,1,3,0,4,0.604,1885,0.345,0.0
1,0,0,4,1,1,1,3,2,1,0.679,2907,0.816,0.224
1,1,3,1,1,3,1,5,3,5,0.563,4166,0.737,0.05
1,1,2,2,3,3,1,6,1,4,0.567,2466,0.579,0.598
1,0,1,4,1,1,1,6,3,3,0.824,3007,0.867,0.423
1,1,3,5,1,3,1,3,1,5,0.811,3533,0.788,0.0
1,1,2,6,1,5,1,3,3,5,0.831,2730,0.7,0.059
1,1,3,1,1,3,3,5,2,5,0.699,3927,0.7,0.067
1,0,3,5,2,2,1,5,2,3,1.416,2607,1.75,0.58
1,1,2,3,1,3,1,5,2,5,0.739,2787,0.698,0.036
1,0,4,2,2,1,1,4,1,3,0.84,1855,1.042,0.369
1,0,2,2,2,2,1,5,3,2,0.686,1706,0.227,0.522
1,1,1,2,3,1,1,5,3,4,0.653,2306,0.525,0.854
1,0,2,1,3,1,1,6,2,0,0.866,2697,0.789,0.687
1,0,3,1,1,1,1,5,3,5,0.922,3534,0.71,0.819
1,1,3,4,1,2,1,4,1,4,0.716,3524,0.605,0.0
1,0,2,6,1,1,1,3,3,2,0.892,3044,0.896,0.0
1,0,0,4,1,2,1,4,3,5,0.475,3964,0.65,0.114
1,1,2,1,1,3,1,4,2,2,1.211,3000,1.059,0.22
1,1,3,4,2,2,1,6,2,5,0.727,3393,0.882,0.0
1,0,3,1,2,1,1,4,3,2,0.577,1452,1.923,0.337
1,1,1,4,2,2,1,4,3,3,0.506,1682,0.625,0.93
1,0,4,2,1,1,1,5,1,2,0.656,2660,1.0,0.722
1,1,5,4,2,3,1,5,3,4,0.67,1910,0.593,0.551
1,1,4,3,3,2,1,5,1,1,0.783,4129,0.636,0.334
1,0,0,2,2,1,1,6,2,2,0.62,1755,0.5,0.643
1,1,3,4,2,4,1,3,3,3,0.698,3742,0.786,0.0
1,1,2,1,1,3,1,6,3,3,0.793,2266,0.48,0.058
1,1,0,1,1,4,1,5,3,4,0.804,4160,0.653,0.156
1,0,2,4,2,1,1,6,2,4,0.47,1398,0.714,0.835
1,1,2,2,2,4,1,3,2,3,0.512,1408,0.273,0.268
1,1,3,3,1,3,1,6,3,0,1.047,3817,0.761,0.422
1,1,3,2,1,3,1,3,1,5,0.847,2879,0.703,0.244
1,1,0,2,2,1,1,5,4,3,1.079,2441,0.514,0.506
1,1,3,5,2,4,1,3,3,2,0.532,1792,0.395,0.078
1,1,1,2,2,3,1,5,1,1,0.572,1688,0.452,0.231
1,1,2,4,2,3,1,4,2,4,0.857,3355,0.657,0.19
1,0,4,3,1,1,1,3,2,1,1.046,3073,0.792,0.786
1,1,2,6,1,5,1,5,2,1,0.79,3921,0.542,0.054
1,0,0,6,1,1,1,3,1,2,0.691,1904,0.382,0.0
1,1,1,1,1,4,1,6,3,4,0.985,3103,0.625,0.095
1,1,5,4,1,3,1,3,3,5,0.684,3866,0.634,0.153
1,1,0,3,3,1,1,5,3,2,1.022,3435,0.706,0.203
1,0,3,4,1,2,1,5,2,4,0.717,3162,0.73,0.0
1,1,4,4,2,4,2,6,2,5,0.967,3937,1.051,0.023
1,1,3,2,2,5,1,5,1,3,0.37,1536,0.476,0.127
1,1,2,2,1,4,1,4,2,4,0.786,3533,0.966,0.0
1,0,4,2,3,2,1,5,1,3,0.681,2064,0.917,0.639
1,0,0,2,1,1,1,6,3,5,1.243,2712,0.778,0.307
1,0,2,6,2,1,1,4,3,0,0.483,3295,0.61,0.578
1,1,3,6,1,1,1,4,3,2,0.726,4165,0.634,0.0
1,1,2,4,3,3,1,5,3,3,0.744,2883,0.755,0.0
1,0,3,4,1,2,1,3,2,3,1.079,3222,0.623,0.262
1,0,2,4,1,1,1,3,1,4,1.059,3016,0.763,0.453
1,1,3,2,1,2,1,4,1,3,0.806,2664,0.884,0.38
0,0,4,3,2,2,1,4,4,4,0.348,899,0.273,0.512
1,0,4,5,2,1,1,3,3,1,1.021,2674,0.675,0.203
1,1,2,6,1,2,1,4,3,2,0.686,2396,0.5,0.885
1,1,4,1,2,3,2,5,2,4,0.607,2058,0.806,0.029
1,0,3,1,1,1,1,5,3,2,0.648,1739,0.667,0.915
1,1,0,4,1,2,1,3,1,4,0.804,2015,0.704,0.144
1,0,0,4,2,1,1,6,3,4,0.521,1320,0.522,0.641
1,1,1,4,2,1,1,3,2,5,0.346,1463,0.632,0.711
1,1,1,4,2,2,2,6,2,2,0.731,4399,0.778,0.055
1,1,3,4,2,3,1,3,1,3,1.57,3246,0.9,0.243
1,1,0,1,1,3,1,4,3,3,0.502,2636,0.429,0.0
1,0,0,2,2,2,1,5,1,3,1.146,2625,0.625,0.696
1,0,1,3,3,1,1,3,5,4,0.82,2801,0.519,0.554
1,0,5,1,1,1,1,3,2,2,0.539,4075,0.689,0.0
1,1,4,2,2,4,1,6,2,3,1.568,3135,1.167,0.0
